,Price,Locate,Address,Beds,,,,,,
3178,R6 900,Green Point,,1,,,,,,
3531,R6 900,Kensington,,1,,,,,,
3905,R6 900,Claremont,"2 Lincoln Road, Claremont",1,,,,,,
3985,R6 900,Sea Point,,1,,,,,,
4175,R6 900,Mowbray,,2,,,,,,
4358,R6 900,Thornton,,2,,,,,,
4468,R6 900,Thornton,,2,,,,,,
4695,R6 900,Sea Point,,0.5,,,,,,
4911,R6 900,Plumstead,,2,,,,,,
4947,R6 900,Rondebosch,"3 Clevedon, Highstead Road",1,,,,,,
250,R6 950,Zonnebloem,68 Sir Lowry Road,1,,,,,,
795,R6 950,Bergvliet,12 De Rust Ave,1,,,,,,
1508,R6 950,Rondebosch,,1,,,,,,
1822,R6 950,Plumstead,1 Thornbury Rd,1,,,,,,
2488,R6 950,Pinelands,,2,,,,,,
2653,R6 950,Kenilworth,,1,,,,,,
3283,R6 950,Observatory,,1,,,,,,
3689,R6 950,Sea Point,16 Bellevue Road,1,,,,,,
4399,R6 950,Rondebosch,,1,,,,,,
4506,R6 950,Muizenberg,,2,,,,,,
4972,R6 950,Gardens,,1,,,,,,
735,R6 995,Bishopscourt Village,21 Upper Noreen Ave,1,,,,,,
1871,R6 995,Sea Point,11 Marais Road,1,,,,,,
2184,R6 995,Pinelands,Upstairs Flat 28 Heron Way,1,,,,,,
2189,R6 995,Pinelands,Upstairs Flat 28 Heron Way,1,,,,,,
3088,R6 995,Plumstead,,1,,,,,,
3770,R6 995,Tamboerskloof,19 Kloof Nek Road,1,,,,,,
3772,R6 995,Tamboerskloof,19 Kloof Nek Road,1,,,,,,
3841,R6 995,Cape Town City Centre,15 Dorman Street,1,,,,,,
4122,R6 995,Diep River,,1,,,,,,
2335,R6 999,Green Point,107 Main Road,1,,,,,,
45,R7 000,Pinelands,180 Forest Drive Extension Road,1,,,,,,
54,R7 000,Rondebosch,5 Herold Rd Rondebosch,1,,,,,,
160,R7 000,Kenilworth,"28 Greyville, Punters Way",1,,,,,,
334,R7 000,Rondebosch,12 Devonshire Hill,1,,,,,,
473,R7 000,Belhar,Suikerbos Rd Erica Twp,2,,,,,,
580,R7 000,Pinelands,4 Willow Way,1,,,,,,
600,R7 000,Woodstock,,1,,,,,,
642,R7 000,Bo Kaap,75 Dorp Street,1,,,,,,
645,R7 000,Maitland,,2,,,,,,
664,R7 000,Zonnebloem,,0.5,,,,,,
680,R7 000,Vredehoek,,1,,,,,,
819,R7 000,Green Point,,0.5,,,,,,
848,R7 000,Plumstead,1 El Alamein Cl,1,,,,,,
878,R7 000,Wynberg,201 Main Road. Wynberg,2,,,,,,
1006,R7 000,Rosebank,,1,,,,,,
1021,R7 000,Green Point,1 Exhibition Terrace,1,,,,,,
1025,R7 000,Cape Town City Centre,,0.5,,,,,,
1061,R7 000,Muizenberg,,2,,,,,,
1073,R7 000,Grassy Park,27 Olive Grove 156 Klip Road,2,,,,,,
1271,R7 000,Diep River,,2,,,,,,
1365,R7 000,Cape Town City Centre,Keerom St,0.5,,,,,,
1383,R7 000,Claremont Upper,,1,,,,,,
1407,R7 000,Woodstock,187 Sir Lowry Road,1,,,,,,
1471,R7 000,Muizenberg,"K004 Melrose Village, 1020 Melrose Road",1,,,,,,
1552,R7 000,Maitland,277 Mountain View Villas Royal Road Maitland,2,,,,,,
1559,R7 000,Rosebank,,1,,,,,,
1585,R7 000,Plumstead,,1,,,,,,
1591,R7 000,Woodstock,,1,,,,,,
1655,R7 000,Diep River,,2,,,,,,
1665,R7 000,Pinelands,,1,,,,,,
1682,R7 000,University Estate,37kylemore Road,1,,,,,,
1724,R7 000,Thornton,43 Poplar Avenue,2,,,,,,
1902,R7 000,Zonnebloem,,0.5,,,,,,
1903,R7 000,Oranjezicht,"Breda Park, 27 Breda Street",1,,,,,,
1935,R7 000,Rondebosch,,0.5,,,,,,
1957,R7 000,Kenilworth,,1,,,,,,
1967,R7 000,Ottery,"32 Belletuin Park, Crescent Road, Ottery",2,,,,,,
1992,R7 000,Zonnebloem,,0.5,,,,,,
1994,R7 000,Woodstock,,1,,,,,,
2012,R7 000,Zonnebloem,,1,,,,,,
2014,R7 000,Zonnebloem,,1,,,,,,
2018,R7 000,Southfield,,2,,,,,,
2022,R7 000,Muizenberg,4 St George Street,2,,,,,,
2028,R7 000,Green Point,,1,,,,,,
2049,R7 000,Rondebosch,179 Main Rd,1,,,,,,
2119,R7 000,Plumstead,70 Exeter Road,1,,,,,,
2167,R7 000,Plumstead,,1,,,,,,
2176,R7 000,Woodstock,,0.5,,,,,,
2218,R7 000,Plumstead,2 Victoria Road,1,,,,,,
2224,R7 000,Rosebank,23 Bridge Street,1,,,,,,
2229,R7 000,Zonnebloem,"Six Building, 76 Sir Lowry Road",1,,,,,,
2235,R7 000,Pinelands,,2,,,,,,
2325,R7 000,Pinelands,,1,,,,,,
2347,R7 000,Sea Point,205 Beach Boulevard,1,,,,,,
2350,R7 000,Plumstead,,1,,,,,,
2374,R7 000,Bergvliet,,1,,,,,,
2382,R7 000,Bergvliet,,1,,,,,,
2385,R7 000,Wynberg Upper,Erf67257 Mountain View Rd,1,,,,,,
2434,R7 000,Rondebosch,,1,,,,,,
2530,R7 000,Kenwyn,,2,,,,,,
2596,R7 000,Grassy Park,,2,,,,,,
2618,R7 000,Plumstead,,1,,,,,,
2777,R7 000,Observatory,2 Anson Street,1,,,,,,
2793,R7 000,Claremont Upper,,1,,,,,,
2869,R7 000,Green Point,,1,,,,,,
2880,R7 000,Woodstock,,1,,,,,,
2920,R7 000,Claremont,,1,,,,,,
2923,R7 000,Gardens,,1,,,,,,
2937,R7 000,Lansdowne,49 St Josephs Road,2,,,,,,
2969,R7 000,Woodstock,19 Roberts Road,2,,,,,,
2972,R7 000,Woodstock,19 Roberts Road,2,,,,,,
2978,R7 000,Retreat,,2,,,,,,
3116,R7 000,Rondebosch,,2,,,,,,
3128,R7 000,Pinelands,19 Stellenberg Road,1,,,,,,
3146,R7 000,Pinelands,19 Stellenberg Road,1,,,,,,
3163,R7 000,Cape Town City Centre,,0.5,,,,,,
3176,R7 000,Retreat,,2,,,,,,
3190,R7 000,Kenilworth,1st Avenue Kenilworth,1,,,,,,
3204,R7 000,Claremont,,1,,,,,,
3249,R7 000,Tamboerskloof,101 Patty Park,1,,,,,,
3348,R7 000,Woodstock,,1,,,,,,
3350,R7 000,Pinelands,8 Howard Hamlet,2,,,,,,
3505,R7 000,Pinelands,"Anfield Village, 180 Forest Drive Extension Road",2,,,,,,
3507,R7 000,Cape Town City Centre,,1,,,,,,
3583,R7 000,Woodstock,,0.5,,,,,,
3592,R7 000,Rondebosch,"Rondebosch Oaks, 50 Rouwkoop Road, Rondebosch",1,,,,,,
3616,R7 000,Rondebosch,,0.5,,,,,,
3660,R7 000,Rondebosch,"51 Albion Rd, Rondebosch, Cape Town",1,,,,,,
3716,R7 000,Mowbray,,1,,,,,,
3724,R7 000,Wynberg,,2,,,,,,
3732,R7 000,Cape Town City Centre,,1,,,,,,
3738,R7 000,Observatory,,,,,,,,
3831,R7 000,Cape Town City Centre,,0.5,,,,,,
3843,R7 000,Mowbray,,1,,,,,,
3854,R7 000,Rosebank,,1,,,,,,
3860,R7 000,Rosebank,,1,,,,,,
3861,R7 000,Ottery,Sandown Drive,2,,,,,,
3949,R7 000,Rosebank,4 Nursery Rd Culdesac,1,,,,,,
4075,R7 000,Mowbray,,1,,,,,,
4087,R7 000,Zonnebloem,,0.5,,,,,,
4129,R7 000,Claremont Upper,"Clifford Court, 3 Church",1,,,,,,
4284,R7 000,Wynberg,201 Main Road,2,,,,,,
4311,R7 000,Observatory,,,,,,,,
4391,R7 000,Green Point,4 Wessels Rd,1,,,,,,
4398,R7 000,Three Anchor Bay,,0.5,,,,,,
4462,R7 000,Woodstock,,0.5,,,,,,
4515,R7 000,Newlands,,1,,,,,,
4517,R7 000,Sea Point,,1,,,,,,
4523,R7 000,Rosebank,,1,,,,,,
4595,R7 000,Zonnebloem,,0.5,,,,,,
4625,R7 000,Cape Town City Centre,,1,,,,,,
4659,R7 000,Kenilworth,,1,,,,,,
4688,R7 000,Lansdowne,,2,,,,,,
4749,R7 000,Tamboerskloof,,1,,,,,,
4758,R7 000,Rondebosch,5 Groeneveld,1,,,,,,
4799,R7 000,Wynberg Upper,,,,,,,,
4827,R7 000,Rosebank,,1,,,,,,
4828,R7 000,Sea Point,,1,,,,,,
4940,R7 000,Green Point,,0.5,,,,,,
5038,R7 000,Rondebosch,,1,,,,,,
5073,R7 000,Rondebosch,,1,,,,,,
845,R7 099,Woodstock,187 Sir Lowry Road,1,,,,,,
2769,R7 099,Woodstock,"183 Sir Lowry Road, Woodstock",1,,,,,,
2770,R7 099,Woodstock,"183 Sir Lowry Road, Woodstock",1,,,,,,
2890,R7 100,Vredehoek,11 Chelmsford Road,1,,,,,,
3707,R7 100,Rondebosch,,1,,,,,,
5071,R7 100,Wynberg,,1,,,,,,
1064,R7 150,Observatory,,1,,,,,,
1722,R7 200,Pinelands,,1,,,,,,
1784,R7 200,Claremont Upper,,1,,,,,,
1840,R7 200,Southfield,,2,,,,,,
2209,R7 200,Muizenberg,,1,,,,,,
2216,R7 200,Muizenberg,,1,,,,,,
2716,R7 200,Muizenberg,162 Dune Crest,2,,,,,,
3212,R7 200,Wynberg,,1,,,,,,
3856,R7 200,Southfield,,,,,,,,
4001,R7 200,Rosebank,,1,,,,,,
4264,R7 200,Rosebank,,1,,,,,,
4631,R7 200,Rosebank,,2,,,,,,
4697,R7 200,Kenilworth,,1,,,,,,
4741,R7 200,Wynberg Upper,,1,,,,,,
3390,R7 215,Sea Point,,1,,,,,,
624,R7 250,Woodstock,,1,,,,,,
774,R7 250,Wynberg Upper,,1,,,,,,
1509,R7 250,Cape Town City Centre,,1,,,,,,
2393,R7 250,Diep River,,1,,,,,,
3068,R7 250,Harfield Village,"2 Bell Road, Harfield Village",1,,,,,,
3337,R7 250,Rosebank,63 Liesbeek Rd,1,,,,,,
3352,R7 250,Plumstead,,,,,,,,
3564,R7 250,Wynberg,,1,,,,,,
3565,R7 250,Wynberg,,1,,,,,,
4010,R7 250,Woodstock,,0.5,,,,,,
4281,R7 250,Kensington,,2,,,,,,
5091,R7 250,Wynberg,,1,,,,,,
496,R7 300,Maitland,,2,,,,,,
748,R7 300,Observatory,,1,,,,,,
749,R7 300,Observatory,,1,,,,,,
1416,R7 300,Wynberg,"Milestone, 201 Main Road",2,,,,,,
1480,R7 300,Claremont,255 Main Road,1,,,,,,
1800,R7 300,Claremont Upper,255 Main Road,1,,,,,,
2441,R7 300,Plumstead,,1,,,,,,
2498,R7 300,Muizenberg,,2,,,,,,
2580,R7 300,Pinelands,,1,,,,,,
3082,R7 300,Mowbray,,1,,,,,,
3356,R7 300,Wynberg,,2,,,,,,
4520,R7 300,Cape Town City Centre,,1,,,,,,
244,R7 350,Muizenberg,Sunrise Blvd Costa Da Gama,2,,,,,,
1287,R7 350,Mowbray,,1,,,,,,
4105,R7 350,Observatory,1 Howe Street,1,,,,,,
7,R7 400,Diep River,,2,,,,,,
1352,R7 400,Kenilworth,,2,,,,,,
2148,R7 400,Surrey Estate,,2,,,,,,
2680,R7 400,Pinelands,,1,,,,,,
4200,R7 400,Muizenberg,,2,,,,,,
4638,R7 400,Sea Point,"212 Bay West, 48 Main Road",1,,,,,,
1720,R7 450,Vredehoek,,0.5,,,,,,
3097,R7 450,Diep River,Urban Spin 22 Alnwick Road,1,,,,,,
3907,R7 450,Muizenberg,99 St David's Street,2,,,,,,
5072,R7 450,Muizenberg,"Sunrise Villas Prince George Drive, Muizenberg 7945",2,,,,,,
18,R7 500,Sea Point,94 Regent Road,1,,,,,,
42,R7 500,Rosebank,55 Alma Road,1,,,,,,
94,R7 500,Maitland,4 Essex St,2,,,,,,
122,R7 500,Green Point,1 Cavalcade Rd,0.5,,,,,,
124,R7 500,Green Point,1 Cavalcade Rd,0.5,,,,,,
148,R7 500,Cape Town City Centre,3-9 St Georges Mall,0.5,,,,,,
171,R7 500,Thornton,4 Forest Drive,,,,,,,
174,R7 500,Thornton,4 Forest Drive,,,,,,,
183,R7 500,Cape Town City Centre,1109 Four Seasons 43 Buitenkant Street,1,,,,,,
187,R7 500,Salt River,31 Brickfield Road,1,,,,,,
234,R7 500,Three Anchor Bay,1b Glengariff Road,1,,,,,,
238,R7 500,Maitland,15 Montague Rd,2,,,,,,
306,R7 500,Zonnebloem,,1,,,,,,
340,R7 500,Muizenberg,Ocean Breeze St Georges St,2,,,,,,
372,R7 500,Green Point,,0.5,,,,,,
385,R7 500,Woodstock,25 Sussex Street,0.5,,,,,,
420,R7 500,Muizenberg,11 Cromer Road,,,,,,,
423,R7 500,Sea Point,88 Regent Road,0.5,,,,,,
433,R7 500,Muizenberg,18 St Georges,2,,,,,,
514,R7 500,Pinelands,,2,,,,,,
546,R7 500,Wynberg Upper,,1,,,,,,
564,R7 500,Kenilworth,,1,,,,,,
586,R7 500,Kenilworth,7 Epsom Road,1,,,,,,
627,R7 500,Muizenberg,29 Main Road,2,,,,,,
639,R7 500,Rosebank,3 Linray Road,1,,,,,,
674,R7 500,Green Point,,1,,,,,,
684,R7 500,Tamboerskloof,6 Hastings Street,1,,,,,,
688,R7 500,Green Point,,1,,,,,,
691,R7 500,Claremont,240 Imam Haron Road,2,,,,,,
826,R7 500,Green Point,9a Antrim Road,1,,,,,,
886,R7 500,Rosebank,,1,,,,,,
926,R7 500,Woodstock,,1,,,,,,
993,R7 500,Green Point,1 Exhibition Terrace,1,,,,,,
1017,R7 500,Zeekoevlei,,2,,,,,,
1074,R7 500,Muizenberg,123 Dune Crest,2,,,,,,
1099,R7 500,Zonnebloem,"Six, 76 Sir Lowry Road",1,,,,,,
1134,R7 500,Rondebosch,,1,,,,,,
1165,R7 500,Muizenberg,4 St George Street,2,,,,,,
1172,R7 500,Mouille Point,37 Beach Road,1,,,,,,
1185,R7 500,Muizenberg,4 St George Street,2,,,,,,
1195,R7 500,Mowbray,,1,,,,,,
1196,R7 500,Observatory,5 Wyecroft Rd,1,,,,,,
1203,R7 500,Thornton,"A5 First On Forest, 1 Forest Drive Extention",2,,,,,,
1211,R7 500,Thornton,"A5 First On Forest, 1 Forest Drive Extention",2,,,,,,
1230,R7 500,Bantry Bay,"1 Nottingham Court, 3 Fir Avenue",1,,,,,,
1273,R7 500,Rosebank,,1,,,,,,
1281,R7 500,Cape Town City Centre,Riebeek Street & Saint Georges Mall,1,,,,,,
1303,R7 500,Zonnebloem,,0.5,,,,,,
1355,R7 500,Kenilworth,10 Derby Road,1,,,,,,
1374,R7 500,Muizenberg,1 Hastings Road Muizenberg,1,,,,,,
1424,R7 500,Claremont,Brooke St Claremont,1,,,,,,
1434,R7 500,Woodstock,34 Dickson Street,1,,,,,,
1436,R7 500,Mouille Point,,1,,,,,,
1450,R7 500,Woodstock,187 Sir Lowry Rd,1,,,,,,
1491,R7 500,Mowbray,25 Klipfontein Rd,1,,,,,,
1502,R7 500,Sea Point,,1,,,,,,
1506,R7 500,Pinelands,,2,,,,,,
1515,R7 500,Rosebank,C11 Ambleside Lower Hope Road,1,,,,,,
1528,R7 500,Wynberg Upper,,1,,,,,,
1544,R7 500,Rondebosch,,1,,,,,,
1562,R7 500,Gardens,20 Barnett Street,1,,,,,,
1567,R7 500,Wynberg,"4 Ebenezer Rd,",2,,,,,,
1598,R7 500,Kenilworth,10 Derby Road,1,,,,,,
1660,R7 500,Muizenberg,,2,,,,,,
1678,R7 500,Three Anchor Bay,"Middelhof, Glengariff Road",1,,,,,,
1705,R7 500,Rosebank,,1,,,,,,
1749,R7 500,Cape Town City Centre,,1,,,,,,
1803,R7 500,Maitland,10 Amstel Road,,,,,,,
1809,R7 500,Rosebank,,1,,,,,,
1820,R7 500,Rosebank,,1,,,,,,
1864,R7 500,Kenilworth,,2,,,,,,
1905,R7 500,Green Point,2 Cavalcade Rd,1,,,,,,
1913,R7 500,Rosebank,,1,,,,,,
1917,R7 500,Wynberg Upper,"302 Mountbow, 24 Bower Road",1,,,,,,
1964,R7 500,Ottery,,2,,,,,,
1971,R7 500,Wynberg,227 Main Road,2,,,,,,
1989,R7 500,Maitland,4 Essex Street,2,,,,,,
1998,R7 500,Rondebosch,,1,,,,,,
2000,R7 500,Oranjezicht,513 Mill Street,0.5,,,,,,
2029,R7 500,Wynberg,,2,,,,,,
2036,R7 500,Lansdowne,,2,,,,,,
2038,R7 500,Sea Point,,1,,,,,,
2044,R7 500,Claremont,,1,,,,,,
2065,R7 500,Cape Town City Centre,,1,,,,,,
2178,R7 500,Rosebank,,1,,,,,,
2203,R7 500,Cape Town City Centre,64 Keerom Street,0.5,,,,,,
2232,R7 500,Newlands,,1,,,,,,
2280,R7 500,Walmer Estate,,1,,,,,,
2293,R7 500,Woodstock,W101 Upper East Side 31 Brickfield Road,1,,,,,,
2296,R7 500,Woodstock,,1,,,,,,
2302,R7 500,Cape Town City Centre,,1,,,,,,
2364,R7 500,Heathfield,,2,,,,,,
2397,R7 500,Observatory,,1,,,,,,
2402,R7 500,Mouille Point,37 Beach Road,0.5,,,,,,
2403,R7 500,Woodstock,,0.5,,,,,,
2419,R7 500,Observatory,Mandith Court 323 Main Road,2,,,,,,
2484,R7 500,Tamboerskloof,11 Kloofnek Road,1,,,,,,
2536,R7 500,Zonnebloem,10 Hanover Street,1,,,,,,
2584,R7 500,Zonnebloem,,1,,,,,,
2592,R7 500,Gardens,,1,,,,,,
2595,R7 500,Kenilworth,14 Sheerness Road,1,,,,,,
2606,R7 500,Pinelands,1 Culemborg Morningside Road,1,,,,,,
2638,R7 500,Ottery,1 Sandown Drive,2,,,,,,
2644,R7 500,Three Anchor Bay,,1,,,,,,
2645,R7 500,Constantia,,1,,,,,,
2688,R7 500,Kenilworth,,2,,,,,,
2722,R7 500,Muizenberg,4 St George Street,2,,,,,,
2759,R7 500,Claremont,,1,,,,,,
2768,R7 500,Tokai,,1,,,,,,
2776,R7 500,Tamboerskloof,23 Carisbrook Street,2,,,,,,
2822,R7 500,Rondebosch,,1,,,,,,
2826,R7 500,Newlands,,1,,,,,,
2827,R7 500,Muizenberg,27 Terence Sunrise Boulevard,1,,,,,,
2867,R7 500,Lansdowne,,2,,,,,,
2871,R7 500,Rosebank,1 Lower Hope Road,1,,,,,,
2877,R7 500,Oranjezicht,,1,,,,,,
2900,R7 500,Sea Point,279 Beach Road,1,,,,,,
2934,R7 500,Pinelands,,1,,,,,,
2947,R7 500,Crawford,,2,,,,,,
2957,R7 500,Cape Town City Centre,,0.5,,,,,,
2980,R7 500,Belhar,,2,,,,,,
2985,R7 500,Cape Town City Centre,,1,,,,,,
2997,R7 500,Green Point,,1,,,,,,
2999,R7 500,Pinelands,"Glen Roy, 10 Glen Way Pinelands Road",1,,,,,,
3001,R7 500,Diep River,,2,,,,,,
3024,R7 500,Claremont,,2,,,,,,
3093,R7 500,Woodstock,,0.5,,,,,,
3159,R7 500,Cape Town City Centre,,0.5,,,,,,
3161,R7 500,Sea Point,7 Worcester Road (10013),1,,,,,,
3171,R7 500,Cape Town City Centre,,1,,,,,,
3181,R7 500,Gardens,,1,,,,,,
3184,R7 500,Southfield,,2,,,,,,
3262,R7 500,Wynberg Upper,18 Mountain View Road,1,,,,,,
3335,R7 500,Observatory,,1,,,,,,
3375,R7 500,Green Point,,1,,,,,,
3378,R7 500,Pinelands,,2,,,,,,
3379,R7 500,Pinelands,,2,,,,,,
3406,R7 500,Wynberg Upper,17 Waterloo Road,1,,,,,,
3451,R7 500,Cape Town City Centre,,1,,,,,,
3489,R7 500,Costa Da Gama,,2,,,,,,
3496,R7 500,Rondebosch,,1,,,,,,
3568,R7 500,Walmer Estate,,1,,,,,,
3603,R7 500,Green Point,,0.5,,,,,,
3713,R7 500,Rosebank,,2,,,,,,
3728,R7 500,Ottery,,,,,,,,
3736,R7 500,Gardens,,1,,,,,,
3746,R7 500,Sea Point,,1,,,,,,
3783,R7 500,Plumstead,,1,,,,,,
3797,R7 500,Mowbray,,1,,,,,,
3811,R7 500,Claremont,,1,,,,,,
3828,R7 500,Observatory,,2,,,,,,
3847,R7 500,Green Point,"12 Upper Portswood Road, Green Point",0.5,,,,,,
3980,R7 500,Gardens,,1,,,,,,
4015,R7 500,Heathfield,,2,,,,,,
4079,R7 500,Gardens,,1,,,,,,
4089,R7 500,Tamboerskloof,,1,,,,,,
4092,R7 500,Maitland,,2,,,,,,
4108,R7 500,Observatory,,2,,,,,,
4196,R7 500,Heideveld,,2,,,,,,
4239,R7 500,Rondebosch,,1,,,,,,
4240,R7 500,Rondebosch,,1,,,,,,
4310,R7 500,Wynberg Upper,,1,,,,,,
4419,R7 500,Observatory,,1,,,,,,
4482,R7 500,Maitland,,2,,,,,,
4485,R7 500,Observatory,,1,,,,,,
4488,R7 500,Kenilworth,,1,,,,,,
4601,R7 500,Diep River,,2,,,,,,
4605,R7 500,Zonnebloem,,0.5,,,,,,
4694,R7 500,Rosebank,,1,,,,,,
4699,R7 500,Rosebank,,1,,,,,,
4743,R7 500,Wynberg,,2,,,,,,
4771,R7 500,Rondebosch,,0.5,,,,,,
4793,R7 500,Observatory,"Loft A21, 5 Howe Street",1,,,,,,
4829,R7 500,Rosebank,,1,,,,,,
4834,R7 500,Sea Point,,0.5,,,,,,
4844,R7 500,Woodstock,,0.5,,,,,,
4888,R7 500,Bo Kaap,,1,,,,,,
4917,R7 500,Cape Town City Centre,,1,,,,,,
4922,R7 500,Claremont,,1,,,,,,
4974,R7 500,Ottery,7 Percy Rd,,,,,,,
5006,R7 500,Oranjezicht,,1,,,,,,
5049,R7 500,Rosebank,,1,,,,,,
5076,R7 500,Bo Kaap,,1,,,,,,
5081,R7 500,Crawford,,2,,,,,,
5132,R7 500,Rondebosch,,,,,,,,
3387,R7 550,Claremont,,1,,,,,,
1787,R7 580,Maitland,227 Mountain View Villas 21 Royal Street Maitland,2,,,,,,
190,R7 600,Claremont Upper,5 Bath Rd,1,,,,,,
191,R7 600,Claremont Upper,5 Bath Rd,1,,,,,,
690,R7 600,Maitland,,2,,,,,,
1371,R7 600,Plumstead,"45 Nature's Gate 2, El Alamein Close",2,,,,,,
1537,R7 600,Plumstead,1 El Alamein Close,2,,,,,,
1895,R7 600,Heathfield,,2,,,,,,
2066,R7 600,Claremont Upper,3 Bath Rd,1,,,,,,
2123,R7 600,Woodstock,"4 I-court, 47 Warwick Street",1,,,,,,
2731,R7 600,Observatory,,1,,,,,,
2931,R7 600,Zonnebloem,,1,,,,,,
3090,R7 600,Rondebosch,,1,,,,,,
4055,R7 600,Pinelands,,2,,,,,,
892,R7 700,Salt River,364 Victoria Road,1,,,,,,
1625,R7 700,Oranjezicht,"1 Forest Road, Oranjezicht, Cape Town",1,,,,,,
2033,R7 700,Maitland,21 Royal Rd,2,,,,,,
2910,R7 700,Kenilworth,121 Third Avenue,1,,,,,,
3185,R7 700,Rondebosch,,1,,,,,,
3278,R7 700,Wynberg,,2,,,,,,
3740,R7 700,Salt River,,1,,,,,,
3855,R7 700,Bergvliet,,,,,,,,
3868,R7 700,Observatory,,1,,,,,,
4090,R7 700,Claremont Upper,255 Main Road,1,,,,,,
4617,R7 700,Rosebank,,2,,,,,,
4791,R7 700,Claremont,255 Main Road,1,,,,,,
492,R7 750,Woodstock,25 Sussex St,1,,,,,,
754,R7 750,Sea Point,249 Beach Road,1,,,,,,
2248,R7 750,Plumstead,,2,,,,,,
2762,R7 750,Plumstead,,2,,,,,,
1529,R7 790,Observatory,3a Howe Street,1,,,,,,
1,R7 800,Wynberg,,2,,,,,,
150,R7 800,Rondebosch,Rouwkoop Rd Rondebosch,1,,,,,,
178,R7 800,Rondebosch,"Rhodes View, 38 Sawkins Road",1,,,,,,
394,R7 800,Cape Town City Centre,614 Senator Park 66 Keerom Street,0.5,,,,,,
517,R7 800,Pinelands,,2,,,,,,
571,R7 800,Observatory,,2,,,,,,
662,R7 800,Gardens,6 Upper Union St,3,,,,,,
766,R7 800,Vredehoek,,1,,,,,,
951,R7 800,Kenilworth,11 Lancaster Road,2,,,,,,
1321,R7 800,Rondebosch,,1,,,,,,
1326,R7 800,Rosebank,,14,,,,,,
1363,R7 800,Cape Town City Centre,12 Jetty Street,0.5,,,,,,
1378,R7 800,Rondebosch,,1,,,,,,
1734,R7 800,Woodstock,187 Sir Lowry Road,1,,,,,,
2353,R7 800,Tokai,,2,,,,,,
2699,R7 800,Oranjezicht,20 Upper Orange,1,,,,,,
2859,R7 800,Pinelands,1 Sunny Way,2,,,,,,
2943,R7 800,Rondebosch,,1,,,,,,
3374,R7 800,Observatory,,1,,,,,,
3480,R7 800,Observatory,3a Howe Street,1,,,,,,
3516,R7 800,Rondebosch,,0.5,,,,,,
3554,R7 800,Muizenberg,,3,,,,,,
3600,R7 800,Cape Town City Centre,46 Boundary,1,,,,,,
3634,R7 800,Kenilworth,,1,,,,,,
3638,R7 800,Kenilworth,,1,,,,,,
3805,R7 800,Observatory,,2,,,,,,
4086,R7 800,Vredehoek,,,,,,,,
4091,R7 800,Vredehoek,,,,,,,,
4381,R7 800,Cape Town City Centre,"106 Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",1,,,,,,
4442,R7 800,Sea Point,47 Arthur's Road,0.5,,,,,,
4497,R7 800,Rondebosch,,1,,,,,,
4604,R7 800,Claremont Upper,,2,,,,,,
4661,R7 800,Rosebank,,,,,,,,
4704,R7 800,Rondebosch,,1,,,,,,
4932,R7 800,Claremont Upper,,2,,,,,,
4934,R7 800,Wynberg Upper,,2,,,,,,
5036,R7 800,Claremont,,2,,,,,,
5082,R7 800,Gardens,,2,,,,,,
5112,R7 800,Rondebosch,,1,,,,,,
2640,R7 850,Muizenberg,,2,,,,,,
3007,R7 850,Plumstead,,2,,,,,,
93,R7 875,Heathfield,36 Rochester Road,2,,,,,,
252,R7 890,Rosebank,,0.5,,,,,,
607,R7 900,Woodstock,17 Bromwell St,1,,,,,,
955,R7 900,Green Point,,1,,,,,,
1062,R7 900,Rondebosch,,1,,,,,,
1251,R7 900,Cape Town City Centre,,0.5,,,,,,
1462,R7 900,Rondebosch,,1,,,,,,
1489,R7 900,Harfield Village,,1,,,,,,
1498,R7 900,Green Point,,1,,,,,,
1737,R7 900,Sea Point,3 Selborne Rd.,1,,,,,,
2282,R7 900,Pinelands,Anfiled Village,2,,,,,,
2283,R7 900,Sea Point,"4 Selborne Rd., Sea Point",1,,,,,,
2478,R7 900,Newlands,"2 Main Street, Newlands",1,,,,,,
2553,R7 900,Diep River,,0.5,,,,,,
2559,R7 900,Diep River,,0.5,,,,,,
2605,R7 900,Diep River,10 Eton Road,1,,,,,,
2740,R7 900,Harfield Village,,1,,,,,,
2951,R7 900,Rondebosch,,1,,,,,,
3289,R7 900,Rosebank,,1,,,,,,
3383,R7 900,Wynberg,,2,,,,,,
3556,R7 900,Diep River,9 Pinelaw Road,2,,,,,,
3754,R7 900,Newlands,235 Main Street,1,,,,,,
3954,R7 900,Woodstock,,1,,,,,,
4205,R7 900,Rosebank,,2,,,,,,
4215,R7 900,Kenilworth,,2,,,,,,
4357,R7 900,Rylands,,2,,,,,,
4359,R7 900,Rylands,,2,,,,,,
4494,R7 900,Green Point,,1,,,,,,
4630,R7 900,Gardens,,1,,,,,,
5032,R7 900,Rosebank,,2,,,,,,
5117,R7 900,Kenilworth,4 Bell Road,1,,,,,,
1990,R7 950,Cape Town City Centre,,1,,,,,,
2197,R7 950,Wynberg Upper,,1,,,,,,
2600,R7 950,Wynberg Upper,,1,,,,,,
2610,R7 950,Plumstead,,1,,,,,,
2615,R7 950,Plumstead,,1,,,,,,
2619,R7 950,Cape Town City Centre,,,,,,,,
2631,R7 950,Three Anchor Bay,,1,,,,,,
